Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2021Q4,S08000025,S08000025,NA,Urological,NA,4,NA,4,NA
2021Q4,S08000026,S08000020,NA,Head & Neck,NA,1,NA,1,NA
2021Q4,S08000026,S08000020,NA,Lung,NA,2,NA,2,NA
2021Q4,S08000026,S08000020,NA,Upper GI,NA,1,NA,1,NA
2021Q4,S08000026,S08000026,NA,Breast,NA,7,NA,7,NA
2021Q4,S08000026,S08000026,NA,Colorectal,NA,1,NA,1,NA
2021Q4,S08000026,S08000026,NA,Lung,NA,2,NA,2,NA
2021Q4,S08000026,S08000026,NA,Lymphoma,NA,1,NA,1,NA
2021Q4,S08000026,S08000026,NA,Melanoma,NA,1,NA,1,NA
2021Q4,S08000026,S08000026,NA,Upper GI,NA,4,NA,4,NA
2021Q4,S08000026,S08000026,NA,Urological,NA,8,NA,8,NA
2021Q4,S08000028,S08000022,NA,Colorectal,NA,8,NA,7,NA
2021Q4,S08000028,S08000022,NA,Lung,NA,5,NA,5,NA
2021Q4,S08000028,S08000022,NA,Upper GI,NA,2,NA,2,NA
2021Q4,S08000028,S08000022,NA,Urological,NA,3,NA,3,NA
2021Q4,S08000028,S08000028,NA,Colorectal,NA,5,NA,5,NA
2021Q4,S08000028,S08000028,NA,Lung,NA,4,NA,4,NA
2021Q4,S08000028,S08000028,NA,Upper GI,NA,4,NA,4,NA
2021Q4,S08000028,S08000028,NA,Urological,NA,3,NA,3,NA
2021Q4,S08000028,S08000031,NA,Ovarian,NA,1,NA,1,NA
2021Q4,S08000028,S08000031,NA,Upper GI,NA,1,NA,1,NA
2021Q4,S08000028,S08000031,NA,Urological,NA,1,NA,1,NA
2021Q4,S08000028,SB0801,NA,Lung,NA,1,NA,1,NA
2021Q4,S08000029,S08000024,NA,Breast,NA,3,NA,3,NA
2021Q4,S08000029,S08000024,NA,Cervical,NA,2,NA,1,NA
2021Q4,S08000029,S08000024,NA,Colorectal,NA,1,NA,1,NA
2021Q4,S08000029,S08000024,NA,Head & Neck,NA,9,NA,9,NA
2021Q4,S08000029,S08000024,NA,Lung,NA,19,NA,19,NA
2021Q4,S08000029,S08000024,NA,Ovarian,NA,1,NA,1,NA
2021Q4,S08000029,S08000024,NA,Upper GI,NA,9,NA,9,NA
2021Q4,S08000029,S08000024,NA,Urological,NA,16,NA,16,NA
2021Q4,S08000029,S08000029,NA,Breast,NA,49,NA,49,NA
2021Q4,S08000029,S08000029,NA,Colorectal,NA,52,NA,52,NA
2021Q4,S08000029,S08000029,NA,Head & Neck,NA,3,NA,3,NA
2021Q4,S08000029,S08000029,NA,Lung,NA,43,NA,43,NA
2021Q4,S08000029,S08000029,NA,Lymphoma,NA,23,NA,23,NA
2021Q4,S08000029,S08000029,NA,Melanoma,NA,15,NA,15,NA
2021Q4,S08000029,S08000029,NA,Ovarian,NA,8,NA,8,NA
2021Q4,S08000029,S08000029,NA,Upper GI,NA,37,NA,37,NA
2021Q4,S08000029,S08000029,NA,Urological,NA,81,NA,81,NA
2021Q4,S08000029,S08000030,NA,Head & Neck,NA,8,NA,6,NA
2021Q4,S08000029,S08000030,NA,Melanoma,NA,1,NA,1,NA
2021Q4,S08000029,S08000030,NA,Urological,NA,1,NA,1,NA
2021Q4,S08000030,S08000020,NA,Lung,NA,3,NA,3,NA
2021Q4,S08000030,S08000024,NA,Lung,NA,6,NA,5,NA
2021Q4,S08000030,S08000024,NA,Urological,NA,1,NA,1,NA
2021Q4,S08000030,S08000030,NA,Breast,NA,120,NA,118,NA
2021Q4,S08000030,S08000030,NA,Cervical,NA,6,NA,6,NA
2021Q4,S08000030,S08000030,NA,Colorectal,NA,84,NA,82,NA
2021Q4,S08000030,S08000030,NA,Head & Neck,NA,32,NA,32,NA
2021Q4,S08000030,S08000030,NA,Lung,NA,74,NA,73,NA
2021Q4,S08000030,S08000030,NA,Lymphoma,NA,24,NA,24,NA
2021Q4,S08000030,S08000030,NA,Melanoma,NA,23,NA,19,NA
2021Q4,S08000030,S08000030,NA,Ovarian,NA,6,NA,6,NA
2021Q4,S08000030,S08000030,NA,Upper GI,NA,49,NA,49,NA
2021Q4,S08000030,S08000030,NA,Urological,NA,105,NA,104,NA
2021Q4,S08000031,S08000015,NA,Lung,NA,1,NA,1,NA
2021Q4,S08000031,S08000015,NA,Upper GI,NA,1,NA,1,NA
2021Q4,S08000031,S08000031,NA,Breast,NA,320,NA,307,NA
2021Q4,S08000031,S08000031,NA,Cervical,NA,7,NA,7,NA
2021Q4,S08000031,S08000031,NA,Colorectal,NA,194,NA,188,NA
2021Q4,S08000031,S08000031,NA,Head & Neck,NA,62,NA,62,NA
2021Q4,S08000031,S08000031,NA,Lung,NA,239,NA,237,NA
2021Q4,S08000031,S08000031,NA,Lymphoma,NA,39,NA,39,NA
2021Q4,S08000031,S08000031,NA,Melanoma,NA,107,NA,106,NA
2021Q4,S08000031,S08000031,NA,Ovarian,NA,26,NA,25,NA
2021Q4,S08000031,S08000031,NA,Upper GI,NA,176,NA,175,NA
2021Q4,S08000031,S08000031,NA,Urological,NA,337,NA,331,NA
2021Q4,S08000031,S08000032,NA,Breast,NA,29,NA,24,NA
2021Q4,S08000031,SB0801,NA,Colorectal,NA,1,NA,1,NA
2021Q4,S08000031,SB0801,NA,Lung,NA,63,NA,63,NA
2021Q4,S08000032,S08000024,NA,Upper GI,NA,4,NA,4,NA
2021Q4,S08000032,S08000031,NA,Cervical,NA,7,NA,6,NA
2021Q4,S08000032,S08000031,NA,Colorectal,NA,4,NA,3,NA
2021Q4,S08000032,S08000031,NA,Head & Neck,NA,13,NA,13,NA
2021Q4,S08000032,S08000031,NA,Lung,NA,17,NA,15,NA
2021Q4,S08000032,S08000031,NA,Lymphoma,NA,2,NA,2,NA
2021Q4,S08000032,S08000031,NA,Melanoma,NA,1,NA,1,NA
2021Q4,S08000032,S08000031,NA,Ovarian,NA,6,NA,6,NA
2021Q4,S08000032,S08000031,NA,Upper GI,NA,10,NA,10,NA
2021Q4,S08000032,S08000031,NA,Urological,NA,14,NA,14,NA
2021Q4,S08000032,S08000032,NA,Breast,NA,84,NA,83,NA
2021Q4,S08000032,S08000032,NA,Cervical,NA,3,NA,3,NA
2021Q4,S08000032,S08000032,NA,Colorectal,NA,120,NA,118,NA
2021Q4,S08000032,S08000032,NA,Head & Neck,NA,11,NA,11,NA
2021Q4,S08000032,S08000032,NA,Lung,NA,75,NA,75,NA
2021Q4,S08000032,S08000032,NA,Lymphoma,NA,19,NA,19,NA
2021Q4,S08000032,S08000032,NA,Melanoma,NA,42,NA,42,NA
2021Q4,S08000032,S08000032,NA,Ovarian,NA,3,NA,3,NA
2021Q4,S08000032,S08000032,NA,Upper GI,NA,33,NA,33,NA
2021Q4,S08000032,S08000032,NA,Urological,NA,82,NA,81,NA
2021Q4,S08000032,SB0801,NA,Lung,NA,15,NA,15,NA
2021Q4,S08000015,S92000003,d,Breast,NA,120,NA,119,NA
2021Q4,S08000015,S92000003,d,Cervical,NA,1,NA,1,NA
2021Q4,S08000015,S92000003,d,Colorectal,NA,62,NA,61,NA
2021Q4,S08000015,S92000003,d,Head & Neck,NA,22,NA,19,NA
2021Q4,S08000015,S92000003,d,Lung,NA,52,NA,52,NA
2021Q4,S08000015,S92000003,d,Lymphoma,NA,16,NA,16,NA
2021Q4,S08000015,S92000003,d,Melanoma,NA,14,NA,14,NA
2021Q4,S08000015,S92000003,d,Ovarian,NA,12,NA,12,NA
2021Q4,S08000015,S92000003,d,Upper GI,NA,46,NA,44,NA
2021Q4,S08000015,S92000003,d,Urological,NA,47,NA,45,NA
2021Q4,S08000016,S92000003,d,Breast,NA,20,NA,20,NA
2021Q4,S08000016,S92000003,d,Cervical,NA,1,NA,1,NA
2021Q4,S08000016,S92000003,d,Colorectal,NA,28,NA,27,NA
2021Q4,S08000016,S92000003,d,Head & Neck,NA,5,NA,5,NA
2021Q4,S08000016,S92000003,d,Lung,NA,9,NA,9,NA
2021Q4,S08000016,S92000003,d,Lymphoma,NA,1,NA,1,NA
2021Q4,S08000016,S92000003,d,Melanoma,NA,6,NA,6,NA
2021Q4,S08000016,S92000003,d,Ovarian,NA,2,NA,2,NA
2021Q4,S08000016,S92000003,d,Upper GI,NA,13,NA,13,NA
2021Q4,S08000016,S92000003,d,Urological,NA,19,NA,19,NA
2021Q4,S08000017,S92000003,d,Breast,NA,21,NA,21,NA
2021Q4,S08000017,S92000003,d,Cervical,NA,2,NA,2,NA
2021Q4,S08000017,S92000003,d,Colorectal,NA,34,NA,32,NA
2021Q4,S08000017,S92000003,d,Head & Neck,NA,6,NA,6,NA
2021Q4,S08000017,S92000003,d,Lung,NA,40,NA,40,NA
2021Q4,S08000017,S92000003,d,Lymphoma,NA,5,NA,4,NA
2021Q4,S08000017,S92000003,d,Melanoma,NA,12,NA,12,NA
2021Q4,S08000017,S92000003,d,Ovarian,NA,4,NA,4,NA
2021Q4,S08000017,S92000003,d,Upper GI,NA,35,NA,34,NA
2021Q4,S08000017,S92000003,d,Urological,NA,49,NA,48,NA
2021Q4,S08000019,S92000003,d,Breast,NA,52,NA,52,NA
2021Q4,S08000019,S92000003,d,Cervical,NA,3,NA,3,NA
2021Q4,S08000019,S92000003,d,Colorectal,NA,49,NA,49,NA
2021Q4,S08000019,S92000003,d,Head & Neck,NA,14,NA,14,NA
2021Q4,S08000019,S92000003,d,Lung,NA,71,NA,66,NA
2021Q4,S08000019,S92000003,d,Lymphoma,NA,8,NA,8,NA
2021Q4,S08000019,S92000003,d,Melanoma,NA,33,NA,32,NA
2021Q4,S08000019,S92000003,d,Ovarian,NA,9,NA,7,NA
2021Q4,S08000019,S92000003,d,Upper GI,NA,41,NA,41,NA
2021Q4,S08000019,S92000003,d,Urological,NA,118,NA,116,NA
2021Q4,S08000020,S92000003,d,Breast,NA,156,NA,119,NA
2021Q4,S08000020,S92000003,d,Cervical,NA,7,NA,7,NA
2021Q4,S08000020,S92000003,d,Colorectal,NA,113,NA,103,NA
2021Q4,S08000020,S92000003,d,Head & Neck,NA,25,NA,25,NA
2021Q4,S08000020,S92000003,d,Lung,NA,83,NA,82,NA
2021Q4,S08000020,S92000003,d,Lymphoma,NA,36,NA,36,NA
2021Q4,S08000020,S92000003,d,Melanoma,NA,41,NA,40,NA
2021Q4,S08000020,S92000003,d,Ovarian,NA,14,NA,14,NA
2021Q4,S08000020,S92000003,d,Upper GI,NA,77,NA,77,NA
2021Q4,S08000020,S92000003,d,Urological,NA,166,NA,150,NA
2021Q4,S08000022,S92000003,d,Breast,NA,72,NA,62,NA
2021Q4,S08000022,S92000003,d,Colorectal,NA,60,NA,59,NA
2021Q4,S08000022,S92000003,d,Head & Neck,NA,11,NA,10,NA
2021Q4,S08000022,S92000003,d,Lung,NA,48,NA,48,NA
2021Q4,S08000022,S92000003,d,Lymphoma,NA,8,NA,8,NA
2021Q4,S08000022,S92000003,d,Melanoma,NA,23,NA,22,NA
2021Q4,S08000022,S92000003,d,Ovarian,NA,9,NA,9,NA
2021Q4,S08000022,S92000003,d,Upper GI,NA,36,NA,34,NA
2021Q4,S08000022,S92000003,d,Urological,NA,93,NA,90,NA
2021Q4,S08000024,S92000003,d,Breast,NA,293,NA,293,NA
2021Q4,S08000024,S92000003,d,Cervical,NA,7,NA,7,NA
2021Q4,S08000024,S92000003,d,Colorectal,NA,150,NA,141,NA
2021Q4,S08000024,S92000003,d,Head & Neck,NA,38,NA,38,NA
2021Q4,S08000024,S92000003,d,Lung,NA,152,NA,152,NA
2021Q4,S08000024,S92000003,d,Lymphoma,NA,35,NA,35,NA
2021Q4,S08000024,S92000003,d,Melanoma,NA,44,NA,44,NA
2021Q4,S08000024,S92000003,d,Ovarian,NA,12,NA,12,NA
2021Q4,S08000024,S92000003,d,Upper GI,NA,106,NA,106,NA
2021Q4,S08000024,S92000003,d,Urological,NA,214,NA,207,NA
2021Q4,S08000025,S92000003,d,Colorectal,NA,2,NA,2,NA
2021Q4,S08000025,S92000003,d,Melanoma,NA,1,NA,1,NA
2021Q4,S08000025,S92000003,d,Ovarian,NA,1,NA,1,NA
2021Q4,S08000025,S92000003,d,Upper GI,NA,3,NA,3,NA
2021Q4,S08000025,S92000003,d,Urological,NA,6,NA,4,NA
2021Q4,S08000026,S92000003,d,Breast,NA,7,NA,7,NA
2021Q4,S08000026,S92000003,d,Colorectal,NA,1,NA,1,NA
2021Q4,S08000026,S92000003,d,Head & Neck,NA,1,NA,1,NA
2021Q4,S08000026,S92000003,d,Lung,NA,4,NA,4,NA
2021Q4,S08000026,S92000003,d,Lymphoma,NA,1,NA,1,NA
2021Q4,S08000026,S92000003,d,Melanoma,NA,1,NA,1,NA
2021Q4,S08000026,S92000003,d,Upper GI,NA,5,NA,5,NA
2021Q4,S08000026,S92000003,d,Urological,NA,8,NA,8,NA
2021Q4,S08000028,S92000003,d,Colorectal,NA,13,NA,12,NA
2021Q4,S08000028,S92000003,d,Lung,NA,10,NA,10,NA
2021Q4,S08000028,S92000003,d,Ovarian,NA,1,NA,1,NA
2021Q4,S08000028,S92000003,d,Upper GI,NA,7,NA,7,NA
2021Q4,S08000028,S92000003,d,Urological,NA,7,NA,7,NA
2021Q4,S08000029,S92000003,d,Breast,NA,52,NA,52,NA
2021Q4,S08000029,S92000003,d,Cervical,NA,2,NA,1,NA
2021Q4,S08000029,S92000003,d,Colorectal,NA,53,NA,53,NA
2021Q4,S08000029,S92000003,d,Head & Neck,NA,20,NA,18,NA
2021Q4,S08000029,S92000003,d,Lung,NA,62,NA,62,NA
2021Q4,S08000029,S92000003,d,Lymphoma,NA,23,NA,23,NA
2021Q4,S08000029,S92000003,d,Melanoma,NA,16,NA,16,NA
2021Q4,S08000029,S92000003,d,Ovarian,NA,9,NA,9,NA
2021Q4,S08000029,S92000003,d,Upper GI,NA,46,NA,46,NA
2021Q4,S08000029,S92000003,d,Urological,NA,98,NA,98,NA
2021Q4,S08000030,S92000003,d,Breast,NA,120,NA,118,NA
2021Q4,S08000030,S92000003,d,Cervical,NA,6,NA,6,NA
2021Q4,S08000030,S92000003,d,Colorectal,NA,84,NA,82,NA
2021Q4,S08000030,S92000003,d,Head & Neck,NA,32,NA,32,NA
2021Q4,S08000030,S92000003,d,Lung,NA,83,NA,81,NA
2021Q4,S08000030,S92000003,d,Lymphoma,NA,24,NA,24,NA
2021Q4,S08000030,S92000003,d,Melanoma,NA,23,NA,19,NA
2021Q4,S08000030,S92000003,d,Ovarian,NA,6,NA,6,NA
2021Q4,S08000030,S92000003,d,Upper GI,NA,49,NA,49,NA
2021Q4,S08000030,S92000003,d,Urological,NA,106,NA,105,NA
2021Q4,S08000031,S92000003,d,Breast,NA,349,NA,331,NA
2021Q4,S08000031,S92000003,d,Cervical,NA,7,NA,7,NA
2021Q4,S08000031,S92000003,d,Colorectal,NA,195,NA,189,NA
2021Q4,S08000031,S92000003,d,Head & Neck,NA,62,NA,62,NA
2021Q4,S08000031,S92000003,d,Lung,NA,303,NA,301,NA
2021Q4,S08000031,S92000003,d,Lymphoma,NA,39,NA,39,NA
2021Q4,S08000031,S92000003,d,Melanoma,NA,107,NA,106,NA
2021Q4,S08000031,S92000003,d,Ovarian,NA,26,NA,25,NA
2021Q4,S08000031,S92000003,d,Upper GI,NA,177,NA,176,NA
2021Q4,S08000031,S92000003,d,Urological,NA,337,NA,331,NA
2021Q4,S08000032,S92000003,d,Breast,NA,84,NA,83,NA
2021Q4,S08000032,S92000003,d,Cervical,NA,10,NA,9,NA
2021Q4,S08000032,S92000003,d,Colorectal,NA,124,NA,121,NA
2021Q4,S08000032,S92000003,d,Head & Neck,NA,24,NA,24,NA
2021Q4,S08000032,S92000003,d,Lung,NA,107,NA,105,NA
2021Q4,S08000032,S92000003,d,Lymphoma,NA,21,NA,21,NA
2021Q4,S08000032,S92000003,d,Melanoma,NA,43,NA,43,NA
2021Q4,S08000032,S92000003,d,Ovarian,NA,9,NA,9,NA
2021Q4,S08000032,S92000003,d,Upper GI,NA,47,NA,47,NA
2021Q4,S08000032,S92000003,d,Urological,NA,96,NA,95,NA
2021Q4,S08000015,S08000015,NA,All Cancer Types,d,332,NA,327,NA
2021Q4,S08000015,S08000017,NA,All Cancer Types,d,3,NA,3,NA
2021Q4,S08000015,S08000024,NA,All Cancer Types,d,1,NA,0,NA
2021Q4,S08000015,S08000031,NA,All Cancer Types,d,51,NA,48,NA
2021Q4,S08000015,SB0801,NA,All Cancer Types,d,5,NA,5,NA
2021Q4,S08000016,S08000016,NA,All Cancer Types,d,84,NA,83,NA
2021Q4,S08000016,S08000024,NA,All Cancer Types,d,20,NA,20,NA
2021Q4,S08000017,S08000017,NA,All Cancer Types,d,163,NA,161,NA
2021Q4,S08000017,S08000024,NA,All Cancer Types,d,32,NA,30,NA
2021Q4,S08000017,S08000031,NA,All Cancer Types,d,5,NA,4,NA
2021Q4,S08000017,SB0801,NA,All Cancer Types,d,8,NA,8,NA
2021Q4,S08000019,S08000019,NA,All Cancer Types,d,322,NA,317,NA
2021Q4,S08000019,S08000024,NA,All Cancer Types,d,7,NA,7,NA
2021Q4,S08000019,S08000031,NA,All Cancer Types,d,55,NA,50,NA
2021Q4,S08000019,S08000032,NA,All Cancer Types,d,5,NA,5,NA
2021Q4,S08000019,SB0801,NA,All Cancer Types,d,9,NA,9,NA
2021Q4,S08000020,S08000020,NA,All Cancer Types,d,710,NA,646,NA
2021Q4,S08000020,S08000024,NA,All Cancer Types,d,1,NA,1,NA
2021Q4,S08000020,S08000025,NA,All Cancer Types,d,1,NA,1,NA
2021Q4,S08000020,S08000031,NA,All Cancer Types,d,1,NA,1,NA
2021Q4,S08000020,SB0801,NA,All Cancer Types,d,5,NA,4,NA
2021Q4,S08000022,S08000020,NA,All Cancer Types,d,13,NA,13,NA
2021Q4,S08000022,S08000022,NA,All Cancer Types,d,330,NA,313,NA
2021Q4,S08000022,S08000024,NA,All Cancer Types,d,1,NA,1,NA
2021Q4,S08000022,S08000030,NA,All Cancer Types,d,1,NA,0,NA
2021Q4,S08000022,S08000031,NA,All Cancer Types,d,10,NA,10,NA
2021Q4,S08000022,SB0801,NA,All Cancer Types,d,5,NA,5,NA
2021Q4,S08000024,S08000015,NA,All Cancer Types,d,1,NA,1,NA
2021Q4,S08000024,S08000016,NA,All Cancer Types,d,1,NA,1,NA
2021Q4,S08000024,S08000019,NA,All Cancer Types,d,4,NA,4,NA
2021Q4,S08000024,S08000024,NA,All Cancer Types,d,1041,NA,1025,NA
2021Q4,S08000024,S08000029,NA,All Cancer Types,d,2,NA,2,NA
2021Q4,S08000024,S08000032,NA,All Cancer Types,d,2,NA,2,NA
2021Q4,S08000025,S08000020,NA,All Cancer Types,d,4,NA,2,NA
2021Q4,S08000025,S08000025,NA,All Cancer Types,d,9,NA,9,NA
2021Q4,S08000026,S08000020,NA,All Cancer Types,d,4,NA,4,NA
2021Q4,S08000026,S08000026,NA,All Cancer Types,d,24,NA,24,NA
2021Q4,S08000028,S08000022,NA,All Cancer Types,d,18,NA,17,NA
2021Q4,S08000028,S08000028,NA,All Cancer Types,d,16,NA,16,NA
2021Q4,S08000028,S08000031,NA,All Cancer Types,d,3,NA,3,NA
2021Q4,S08000028,SB0801,NA,All Cancer Types,d,1,NA,1,NA
2021Q4,S08000029,S08000024,NA,All Cancer Types,d,60,NA,59,NA
2021Q4,S08000029,S08000029,NA,All Cancer Types,d,311,NA,311,NA
2021Q4,S08000029,S08000030,NA,All Cancer Types,d,10,NA,8,NA
2021Q4,S08000030,S08000020,NA,All Cancer Types,d,3,NA,3,NA
2021Q4,S08000030,S08000024,NA,All Cancer Types,d,7,NA,6,NA
2021Q4,S08000030,S08000030,NA,All Cancer Types,d,523,NA,513,NA
2021Q4,S08000031,S08000015,NA,All Cancer Types,d,2,NA,2,NA
2021Q4,S08000031,S08000031,NA,All Cancer Types,d,1507,NA,1477,NA
2021Q4,S08000031,S08000032,NA,All Cancer Types,d,29,NA,24,NA
2021Q4,S08000031,SB0801,NA,All Cancer Types,d,64,NA,64,NA
2021Q4,S08000032,S08000024,NA,All Cancer Types,d,4,NA,4,NA
2021Q4,S08000032,S08000031,NA,All Cancer Types,d,74,NA,70,NA
2021Q4,S08000032,S08000032,NA,All Cancer Types,d,472,NA,468,NA
2021Q4,S08000032,SB0801,NA,All Cancer Types,d,15,NA,15,NA
2021Q4,S08000015,S92000003,d,All Cancer Types,d,392,NA,383,NA
2021Q4,S08000016,S92000003,d,All Cancer Types,d,104,NA,103,NA
2021Q4,S08000017,S92000003,d,All Cancer Types,d,208,NA,203,NA
2021Q4,S08000019,S92000003,d,All Cancer Types,d,398,NA,388,NA
2021Q4,S08000020,S92000003,d,All Cancer Types,d,718,NA,653,NA
2021Q4,S08000022,S92000003,d,All Cancer Types,d,360,NA,342,NA
2021Q4,S08000024,S92000003,d,All Cancer Types,d,1051,NA,1035,NA
2021Q4,S08000025,S92000003,d,All Cancer Types,d,13,NA,11,NA
2021Q4,S08000026,S92000003,d,All Cancer Types,d,28,NA,28,NA
2021Q4,S08000028,S92000003,d,All Cancer Types,d,38,NA,37,NA
2021Q4,S08000029,S92000003,d,All Cancer Types,d,381,NA,378,NA
2021Q4,S08000030,S92000003,d,All Cancer Types,d,533,NA,522,NA
2021Q4,S08000031,S92000003,d,All Cancer Types,d,1602,NA,1567,NA
2021Q4,S08000032,S92000003,d,All Cancer Types,d,565,NA,557,NA
2022Q1,S08000015,S08000015,NA,Breast,NA,99,NA,94,NA
2022Q1,S08000015,S08000015,NA,Cervical,NA,1,NA,1,NA
2022Q1,S08000015,S08000015,NA,Colorectal,NA,53,NA,52,NA
2022Q1,S08000015,S08000015,NA,Head & Neck,NA,20,NA,19,NA
2022Q1,S08000015,S08000015,NA,Lung,NA,17,NA,17,NA
2022Q1,S08000015,S08000015,NA,Lymphoma,NA,11,NA,11,NA
2022Q1,S08000015,S08000015,NA,Melanoma,NA,19,NA,19,NA
2022Q1,S08000015,S08000015,NA,Ovarian,NA,5,NA,5,NA
2022Q1,S08000015,S08000015,NA,Upper GI,NA,28,NA,28,NA
2022Q1,S08000015,S08000015,NA,Urological,NA,20,NA,20,NA
2022Q1,S08000015,S08000017,NA,Breast,NA,3,NA,3,NA
2022Q1,S08000015,S08000024,NA,Upper GI,NA,1,NA,1,NA
2022Q1,S08000015,S08000031,NA,Cervical,NA,4,NA,2,NA
2022Q1,S08000015,S08000031,NA,Colorectal,NA,6,NA,5,NA
2022Q1,S08000015,S08000031,NA,Head & Neck,NA,7,NA,7,NA
2022Q1,S08000015,S08000031,NA,Lung,NA,7,NA,7,NA
2022Q1,S08000015,S08000031,NA,Ovarian,NA,2,NA,2,NA
2022Q1,S08000015,S08000031,NA,Upper GI,NA,10,NA,10,NA
2022Q1,S08000015,S08000031,NA,Urological,NA,1,NA,1,NA
2022Q1,S08000015,SB0801,NA,Lung,NA,3,NA,3,NA
2022Q1,S08000016,S08000016,NA,Breast,NA,21,NA,21,NA
2022Q1,S08000016,S08000016,NA,Colorectal,NA,10,NA,10,NA
2022Q1,S08000016,S08000016,NA,Head & Neck,NA,1,NA,1,NA
2022Q1,S08000016,S08000016,NA,Lung,NA,14,NA,14,NA
2022Q1,S08000016,S08000016,NA,Lymphoma,NA,2,NA,2,NA
2022Q1,S08000016,S08000016,NA,Melanoma,NA,4,NA,4,NA
2022Q1,S08000016,S08000016,NA,Ovarian,NA,3,NA,3,NA
2022Q1,S08000016,S08000016,NA,Upper GI,NA,2,NA,2,NA
2022Q1,S08000016,S08000016,NA,Urological,NA,11,NA,11,NA
2022Q1,S08000016,S08000024,NA,Breast,NA,1,NA,1,NA
2022Q1,S08000016,S08000024,NA,Head & Neck,NA,2,NA,2,NA
2022Q1,S08000016,S08000024,NA,Lung,NA,4,NA,4,NA
2022Q1,S08000016,S08000024,NA,Lymphoma,NA,1,NA,1,NA
2022Q1,S08000016,S08000024,NA,Urological,NA,3,NA,3,NA
2022Q1,S08000016,S08000031,NA,Colorectal,NA,3,NA,3,NA
2022Q1,S08000016,S08000031,NA,Lymphoma,NA,1,NA,1,NA
2022Q1,S08000017,S08000017,NA,Breast,NA,28,NA,28,NA
2022Q1,S08000017,S08000017,NA,Colorectal,NA,27,NA,25,NA
2022Q1,S08000017,S08000017,NA,Head & Neck,NA,5,NA,5,NA
2022Q1,S08000017,S08000017,NA,Lung,NA,27,NA,27,NA
2022Q1,S08000017,S08000017,NA,Lymphoma,NA,6,NA,6,NA
2022Q1,S08000017,S08000017,NA,Melanoma,NA,8,NA,8,NA
2022Q1,S08000017,S08000017,NA,Upper GI,NA,15,NA,15,NA
2022Q1,S08000017,S08000017,NA,Urological,NA,39,NA,37,NA
2022Q1,S08000017,S08000024,NA,Cervical,NA,2,NA,2,NA
2022Q1,S08000017,S08000024,NA,Colorectal,NA,2,NA,2,NA
2022Q1,S08000017,S08000024,NA,Head & Neck,NA,2,NA,2,NA
2022Q1,S08000017,S08000024,NA,Lung,NA,2,NA,2,NA
2022Q1,S08000017,S08000024,NA,Upper GI,NA,10,NA,10,NA
2022Q1,S08000017,S08000024,NA,Urological,NA,14,NA,14,NA
2022Q1,S08000017,S08000031,NA,Head & Neck,NA,1,NA,1,NA
2022Q1,S08000017,S08000031,NA,Urological,NA,1,NA,1,NA
2022Q1,S08000017,SB0801,NA,Lung,NA,2,NA,2,NA
2022Q1,S08000019,S08000019,NA,Breast,NA,49,NA,49,NA
2022Q1,S08000019,S08000019,NA,Cervical,NA,1,NA,1,NA
2022Q1,S08000019,S08000019,NA,Colorectal,NA,61,NA,59,NA
2022Q1,S08000019,S08000019,NA,Head & Neck,NA,8,NA,7,NA
2022Q1,S08000019,S08000019,NA,Lung,NA,37,NA,37,NA
2022Q1,S08000019,S08000019,NA,Lymphoma,NA,13,NA,12,NA
2022Q1,S08000019,S08000019,NA,Melanoma,NA,17,NA,17,NA
2022Q1,S08000019,S08000019,NA,Ovarian,NA,2,NA,2,NA
2022Q1,S08000019,S08000019,NA,Upper GI,NA,28,NA,28,NA
2022Q1,S08000019,S08000019,NA,Urological,NA,90,NA,88,NA
2022Q1,S08000019,S08000024,NA,Upper GI,NA,3,NA,3,NA
2022Q1,S08000019,S08000031,NA,Colorectal,NA,4,NA,4,NA
2022Q1,S08000019,S08000031,NA,Head & Neck,NA,9,NA,9,NA
2022Q1,S08000019,S08000031,NA,Lung,NA,14,NA,11,NA
2022Q1,S08000019,S08000031,NA,Lymphoma,NA,3,NA,3,NA
2022Q1,S08000019,S08000031,NA,Melanoma,NA,4,NA,4,NA
2022Q1,S08000019,S08000031,NA,Ovarian,NA,1,NA,1,NA
2022Q1,S08000019,S08000031,NA,Upper GI,NA,10,NA,10,NA
2022Q1,S08000019,S08000031,NA,Urological,NA,9,NA,9,NA
2022Q1,S08000019,S08000032,NA,Head & Neck,NA,2,NA,2,NA
2022Q1,S08000019,SB0801,NA,Lung,NA,5,NA,5,NA
2022Q1,S08000020,S08000020,NA,Breast,NA,131,NA,102,NA
2022Q1,S08000020,S08000020,NA,Cervical,NA,5,NA,4,NA
2022Q1,S08000020,S08000020,NA,Colorectal,NA,82,NA,80,NA
2022Q1,S08000020,S08000020,NA,Head & Neck,NA,21,NA,21,NA
2022Q1,S08000020,S08000020,NA,Lung,NA,97,NA,97,NA
2022Q1,S08000020,S08000020,NA,Lymphoma,NA,25,NA,25,NA
2022Q1,S08000020,S08000020,NA,Melanoma,NA,28,NA,28,NA
2022Q1,S08000020,S08000020,NA,Ovarian,NA,8,NA,8,NA
2022Q1,S08000020,S08000020,NA,Upper GI,NA,54,NA,54,NA
