Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2020Q4,S92000003,d,S08000026,Breast,NA,3,NA,3,NA
2020Q4,S92000003,d,S08000026,Cervical,NA,1,NA,1,NA
2020Q4,S92000003,d,S08000026,Colorectal,NA,1,NA,1,NA
2020Q4,S92000003,d,S08000026,Lung,NA,2,NA,2,NA
2020Q4,S92000003,d,S08000026,Ovarian,NA,1,NA,1,NA
2020Q4,S92000003,d,S08000026,Upper GI,NA,2,NA,2,NA
2020Q4,S92000003,d,S08000026,Urological,NA,3,NA,3,NA
2020Q4,S92000003,d,S08000028,Colorectal,NA,2,NA,2,NA
2020Q4,S92000003,d,S08000028,Lung,NA,2,NA,2,NA
2020Q4,S92000003,d,S08000028,Melanoma,NA,1,NA,1,NA
2020Q4,S92000003,d,S08000028,Urological,NA,3,NA,2,NA
2020Q4,S92000003,d,S08000029,Breast,NA,42,NA,38,NA
2020Q4,S92000003,d,S08000029,Cervical,NA,1,NA,1,NA
2020Q4,S92000003,d,S08000029,Colorectal,NA,29,NA,27,NA
2020Q4,S92000003,d,S08000029,Head & Neck,NA,3,NA,3,NA
2020Q4,S92000003,d,S08000029,Lung,NA,16,NA,15,NA
2020Q4,S92000003,d,S08000029,Lymphoma,NA,4,NA,2,NA
2020Q4,S92000003,d,S08000029,Melanoma,NA,8,NA,8,NA
2020Q4,S92000003,d,S08000029,Ovarian,NA,3,NA,3,NA
2020Q4,S92000003,d,S08000029,Upper GI,NA,17,NA,16,NA
2020Q4,S92000003,d,S08000029,Urological,NA,46,NA,33,NA
2020Q4,S92000003,d,S08000030,Breast,NA,54,NA,54,NA
2020Q4,S92000003,d,S08000030,Colorectal,NA,29,NA,28,NA
2020Q4,S92000003,d,S08000030,Head & Neck,NA,4,NA,4,NA
2020Q4,S92000003,d,S08000030,Lung,NA,41,NA,41,NA
2020Q4,S92000003,d,S08000030,Melanoma,NA,3,r,3,r
2020Q4,S92000003,d,S08000030,Ovarian,NA,1,NA,1,NA
2020Q4,S92000003,d,S08000030,Upper GI,NA,28,NA,26,NA
2020Q4,S92000003,d,S08000030,Urological,NA,45,NA,43,NA
2020Q4,S92000003,d,S08000031,Breast,NA,229,NA,227,NA
2020Q4,S92000003,d,S08000031,Cervical,NA,20,NA,16,NA
2020Q4,S92000003,d,S08000031,Colorectal,NA,129,NA,82,NA
2020Q4,S92000003,d,S08000031,Head & Neck,NA,76,NA,67,NA
2020Q4,S92000003,d,S08000031,Lung,NA,132,NA,112,NA
2020Q4,S92000003,d,S08000031,Lymphoma,NA,33,NA,26,NA
2020Q4,S92000003,d,S08000031,Melanoma,NA,44,NA,42,NA
2020Q4,S92000003,d,S08000031,Ovarian,NA,25,NA,24,NA
2020Q4,S92000003,d,S08000031,Upper GI,NA,105,NA,84,NA
2020Q4,S92000003,d,S08000031,Urological,NA,192,NA,127,NA
2020Q4,S92000003,d,S08000032,Breast,NA,105,NA,95,NA
2020Q4,S92000003,d,S08000032,Cervical,NA,8,NA,8,NA
2020Q4,S92000003,d,S08000032,Colorectal,NA,58,NA,51,NA
2020Q4,S92000003,d,S08000032,Head & Neck,NA,3,NA,1,NA
2020Q4,S92000003,d,S08000032,Lung,NA,38,NA,38,NA
2020Q4,S92000003,d,S08000032,Lymphoma,NA,8,NA,8,NA
2020Q4,S92000003,d,S08000032,Melanoma,NA,21,NA,21,NA
2020Q4,S92000003,d,S08000032,Ovarian,NA,1,NA,0,NA
2020Q4,S92000003,d,S08000032,Upper GI,NA,41,NA,39,NA
2020Q4,S92000003,d,S08000032,Urological,NA,25,NA,21,NA
2020Q4,S92000003,d,SB0801,Head & Neck,NA,2,NA,2,NA
2020Q4,S92000003,d,SB0801,Lung,NA,36,NA,30,NA
2020Q4,S08000015,NA,S08000015,All Cancer Types,d,225,NA,193,NA
2020Q4,S08000015,NA,S08000017,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000015,NA,S08000031,All Cancer Types,d,24,NA,18,NA
2020Q4,S08000015,NA,SB0801,All Cancer Types,d,2,NA,2,NA
2020Q4,S08000016,NA,S08000016,All Cancer Types,d,48,NA,46,NA
2020Q4,S08000016,NA,S08000024,All Cancer Types,d,14,NA,12,NA
2020Q4,S08000017,NA,S08000017,All Cancer Types,d,94,NA,90,NA
2020Q4,S08000017,NA,S08000024,All Cancer Types,d,14,NA,11,NA
2020Q4,S08000017,NA,SB0801,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000019,NA,S08000019,All Cancer Types,d,226,NA,212,NA
2020Q4,S08000019,NA,S08000024,All Cancer Types,d,2,NA,2,NA
2020Q4,S08000019,NA,S08000031,All Cancer Types,d,37,NA,19,NA
2020Q4,S08000019,NA,SB0801,All Cancer Types,d,5,NA,3,NA
2020Q4,S08000020,NA,S08000020,All Cancer Types,d,312,NA,271,NA
2020Q4,S08000020,NA,S08000025,All Cancer Types,d,1,NA,0,NA
2020Q4,S08000020,NA,S08000026,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000022,NA,S08000020,All Cancer Types,d,2,NA,0,NA
2020Q4,S08000022,NA,S08000022,All Cancer Types,d,206,NA,145,NA
2020Q4,S08000022,NA,S08000024,All Cancer Types,d,1,NA,0,NA
2020Q4,S08000022,NA,S08000031,All Cancer Types,d,8,NA,7,NA
2020Q4,S08000022,NA,SB0801,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000024,NA,S08000016,All Cancer Types,d,2,NA,2,NA
2020Q4,S08000024,NA,S08000019,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000024,NA,S08000024,All Cancer Types,d,563,NA,495,NA
2020Q4,S08000024,NA,S08000029,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000025,NA,S08000020,All Cancer Types,d,2,NA,2,NA
2020Q4,S08000025,NA,S08000024,All Cancer Types,d,1,NA,0,NA
2020Q4,S08000025,NA,S08000025,All Cancer Types,d,12,NA,12,NA
2020Q4,S08000026,NA,S08000020,All Cancer Types,d,3,NA,2,NA
2020Q4,S08000026,NA,S08000026,All Cancer Types,d,12,NA,12,NA
2020Q4,S08000028,NA,S08000022,All Cancer Types,d,8,NA,6,NA
2020Q4,S08000028,NA,S08000028,All Cancer Types,d,8,NA,7,NA
2020Q4,S08000028,NA,S08000031,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000028,NA,SB0801,All Cancer Types,d,2,NA,2,NA
2020Q4,S08000029,NA,S08000024,All Cancer Types,d,30,NA,22,NA
2020Q4,S08000029,NA,S08000029,All Cancer Types,d,168,NA,145,NA
2020Q4,S08000029,NA,S08000030,All Cancer Types,d,2,NA,2,NA
2020Q4,S08000030,NA,S08000024,All Cancer Types,d,3,NA,2,NA
2020Q4,S08000030,NA,S08000030,All Cancer Types,d,203,r,198,r
2020Q4,S08000031,NA,S08000017,All Cancer Types,d,1,NA,1,NA
2020Q4,S08000031,NA,S08000019,All Cancer Types,d,3,NA,2,NA
2020Q4,S08000031,NA,S08000024,All Cancer Types,d,1,NA,0,NA
2020Q4,S08000031,NA,S08000031,All Cancer Types,d,878,NA,737,NA
2020Q4,S08000031,NA,S08000032,All Cancer Types,d,38,NA,36,NA
2020Q4,S08000031,NA,SB0801,All Cancer Types,d,21,NA,17,NA
2020Q4,S08000032,NA,S08000031,All Cancer Types,d,37,NA,25,NA
2020Q4,S08000032,NA,S08000032,All Cancer Types,d,270,NA,246,NA
2020Q4,S08000032,NA,SB0801,All Cancer Types,d,6,NA,6,NA
2020Q4,S92000003,d,S08000015,All Cancer Types,d,225,NA,193,NA
2020Q4,S92000003,d,S08000016,All Cancer Types,d,50,NA,48,NA
2020Q4,S92000003,d,S08000017,All Cancer Types,d,96,NA,92,NA
2020Q4,S92000003,d,S08000019,All Cancer Types,d,230,NA,215,NA
2020Q4,S92000003,d,S08000020,All Cancer Types,d,319,NA,275,NA
2020Q4,S92000003,d,S08000022,All Cancer Types,d,214,NA,151,NA
2020Q4,S92000003,d,S08000024,All Cancer Types,d,629,NA,544,NA
2020Q4,S92000003,d,S08000025,All Cancer Types,d,13,NA,12,NA
2020Q4,S92000003,d,S08000026,All Cancer Types,d,13,NA,13,NA
2020Q4,S92000003,d,S08000028,All Cancer Types,d,8,NA,7,NA
2020Q4,S92000003,d,S08000029,All Cancer Types,d,169,NA,146,NA
2020Q4,S92000003,d,S08000030,All Cancer Types,d,205,r,200,r
2020Q4,S92000003,d,S08000031,All Cancer Types,d,985,NA,807,NA
2020Q4,S92000003,d,S08000032,All Cancer Types,d,308,NA,282,NA
2020Q4,S92000003,d,SB0801,All Cancer Types,d,38,NA,32,NA
2021Q1,S08000015,NA,S08000015,Breast,NA,90,NA,53,NA
2021Q1,S08000015,NA,S08000015,Cervical,NA,5,NA,5,NA
2021Q1,S08000015,NA,S08000015,Colorectal,NA,28,NA,23,NA
2021Q1,S08000015,NA,S08000015,Head & Neck,NA,4,NA,4,NA
2021Q1,S08000015,NA,S08000015,Lung,NA,32,NA,32,NA
2021Q1,S08000015,NA,S08000015,Lymphoma,NA,3,NA,2,NA
2021Q1,S08000015,NA,S08000015,Melanoma,NA,6,NA,6,NA
2021Q1,S08000015,NA,S08000015,Ovarian,NA,4,NA,4,NA
2021Q1,S08000015,NA,S08000015,Upper GI,NA,22,NA,19,NA
2021Q1,S08000015,NA,S08000015,Urological,NA,30,NA,30,NA
2021Q1,S08000015,NA,S08000017,Breast,NA,3,NA,2,NA
2021Q1,S08000015,NA,S08000031,Cervical,NA,2,NA,1,NA
2021Q1,S08000015,NA,S08000031,Colorectal,NA,5,NA,0,NA
2021Q1,S08000015,NA,S08000031,Head & Neck,NA,6,NA,4,NA
2021Q1,S08000015,NA,S08000031,Lung,NA,16,NA,16,NA
2021Q1,S08000015,NA,S08000031,Ovarian,NA,1,NA,0,NA
2021Q1,S08000015,NA,S08000031,Upper GI,NA,9,NA,8,NA
2021Q1,S08000015,NA,S08000031,Urological,NA,3,NA,3,NA
2021Q1,S08000015,NA,SB0801,Lung,NA,4,NA,4,NA
2021Q1,S08000016,NA,S08000016,Breast,NA,11,NA,11,NA
2021Q1,S08000016,NA,S08000016,Cervical,NA,1,NA,1,NA
2021Q1,S08000016,NA,S08000016,Colorectal,NA,16,NA,16,NA
2021Q1,S08000016,NA,S08000016,Lung,NA,12,NA,12,NA
2021Q1,S08000016,NA,S08000016,Lymphoma,NA,4,NA,4,NA
2021Q1,S08000016,NA,S08000016,Melanoma,NA,6,NA,6,NA
2021Q1,S08000016,NA,S08000016,Upper GI,NA,1,NA,1,NA
2021Q1,S08000016,NA,S08000016,Urological,NA,9,NA,8,NA
2021Q1,S08000016,NA,S08000024,Colorectal,NA,2,NA,2,NA
2021Q1,S08000016,NA,S08000024,Head & Neck,NA,3,NA,3,NA
2021Q1,S08000016,NA,S08000024,Lymphoma,NA,1,NA,1,NA
2021Q1,S08000016,NA,S08000024,Ovarian,NA,1,NA,1,NA
2021Q1,S08000016,NA,S08000024,Upper GI,NA,4,NA,4,NA
2021Q1,S08000016,NA,S08000024,Urological,NA,4,NA,2,NA
2021Q1,S08000017,NA,S08000017,Breast,NA,22,NA,20,NA
2021Q1,S08000017,NA,S08000017,Cervical,NA,1,NA,1,NA
2021Q1,S08000017,NA,S08000017,Colorectal,NA,17,NA,15,NA
2021Q1,S08000017,NA,S08000017,Head & Neck,NA,1,NA,1,NA
2021Q1,S08000017,NA,S08000017,Lung,NA,17,NA,17,NA
2021Q1,S08000017,NA,S08000017,Lymphoma,NA,4,NA,4,NA
2021Q1,S08000017,NA,S08000017,Melanoma,NA,1,NA,1,NA
2021Q1,S08000017,NA,S08000017,Ovarian,NA,3,NA,3,NA
2021Q1,S08000017,NA,S08000017,Upper GI,NA,15,NA,15,NA
2021Q1,S08000017,NA,S08000017,Urological,NA,23,NA,15,NA
2021Q1,S08000017,NA,S08000024,Head & Neck,NA,3,NA,3,NA
2021Q1,S08000017,NA,S08000024,Lung,NA,2,NA,2,NA
2021Q1,S08000017,NA,S08000024,Upper GI,NA,1,NA,1,NA
2021Q1,S08000017,NA,S08000024,Urological,NA,4,NA,2,NA
2021Q1,S08000019,NA,S08000019,Breast,NA,34,NA,34,NA
2021Q1,S08000019,NA,S08000019,Colorectal,NA,43,NA,35,NA
2021Q1,S08000019,NA,S08000019,Head & Neck,NA,4,NA,2,NA
2021Q1,S08000019,NA,S08000019,Lung,NA,28,NA,26,NA
2021Q1,S08000019,NA,S08000019,Lymphoma,NA,10,NA,10,NA
2021Q1,S08000019,NA,S08000019,Melanoma,NA,6,NA,6,NA
2021Q1,S08000019,NA,S08000019,Ovarian,NA,2,NA,2,NA
2021Q1,S08000019,NA,S08000019,Upper GI,NA,29,NA,26,NA
2021Q1,S08000019,NA,S08000019,Urological,NA,50,NA,42,NA
2021Q1,S08000019,NA,S08000024,Upper GI,NA,1,NA,0,NA
2021Q1,S08000019,NA,S08000031,Breast,NA,1,NA,1,NA
2021Q1,S08000019,NA,S08000031,Cervical,NA,3,NA,3,NA
2021Q1,S08000019,NA,S08000031,Colorectal,NA,3,NA,0,NA
2021Q1,S08000019,NA,S08000031,Head & Neck,NA,4,NA,1,NA
2021Q1,S08000019,NA,S08000031,Lung,NA,4,NA,4,NA
2021Q1,S08000019,NA,S08000031,Lymphoma,NA,2,NA,0,NA
2021Q1,S08000019,NA,S08000031,Ovarian,NA,6,NA,6,NA
2021Q1,S08000019,NA,S08000031,Upper GI,NA,2,NA,0,NA
2021Q1,S08000019,NA,S08000031,Urological,NA,12,NA,1,NA
2021Q1,S08000019,NA,SB0801,Head & Neck,NA,1,NA,1,NA
2021Q1,S08000019,NA,SB0801,Lung,NA,8,NA,6,NA
2021Q1,S08000020,NA,S08000020,Breast,NA,72,NA,55,NA
2021Q1,S08000020,NA,S08000020,Cervical,NA,3,NA,2,NA
2021Q1,S08000020,NA,S08000020,Colorectal,NA,46,NA,37,NA
2021Q1,S08000020,NA,S08000020,Head & Neck,NA,15,NA,12,NA
2021Q1,S08000020,NA,S08000020,Lung,NA,49,NA,41,NA
2021Q1,S08000020,NA,S08000020,Lymphoma,NA,10,NA,10,NA
2021Q1,S08000020,NA,S08000020,Melanoma,NA,8,NA,8,NA
2021Q1,S08000020,NA,S08000020,Ovarian,NA,5,NA,3,NA
2021Q1,S08000020,NA,S08000020,Upper GI,NA,37,NA,35,NA
2021Q1,S08000020,NA,S08000020,Urological,NA,71,NA,37,NA
2021Q1,S08000020,NA,S08000022,Upper GI,NA,1,NA,1,NA
2021Q1,S08000020,NA,S08000024,Urological,NA,1,NA,1,NA
2021Q1,S08000020,NA,S08000025,Urological,NA,1,NA,0,NA
2021Q1,S08000022,NA,S08000020,Ovarian,NA,2,NA,2,NA
2021Q1,S08000022,NA,S08000020,Urological,NA,3,NA,0,NA
2021Q1,S08000022,NA,S08000022,Breast,NA,47,NA,44,NA
2021Q1,S08000022,NA,S08000022,Colorectal,NA,37,NA,24,NA
2021Q1,S08000022,NA,S08000022,Head & Neck,NA,6,NA,4,NA
2021Q1,S08000022,NA,S08000022,Lung,NA,30,NA,30,NA
2021Q1,S08000022,NA,S08000022,Lymphoma,NA,10,NA,9,NA
2021Q1,S08000022,NA,S08000022,Melanoma,NA,8,NA,7,NA
2021Q1,S08000022,NA,S08000022,Ovarian,NA,5,NA,5,NA
2021Q1,S08000022,NA,S08000022,Upper GI,NA,27,NA,19,NA
2021Q1,S08000022,NA,S08000022,Urological,NA,48,NA,15,NA
2021Q1,S08000022,NA,S08000024,Lymphoma,NA,1,NA,1,NA
2021Q1,S08000022,NA,S08000024,Urological,NA,3,NA,1,NA
2021Q1,S08000022,NA,S08000030,Head & Neck,NA,1,NA,0,NA
2021Q1,S08000022,NA,S08000031,Colorectal,NA,1,NA,1,NA
2021Q1,S08000022,NA,S08000031,Melanoma,NA,1,NA,1,NA
2021Q1,S08000022,NA,SB0801,Lung,NA,1,NA,1,NA
2021Q1,S08000024,NA,S08000024,Breast,NA,173,NA,171,NA
2021Q1,S08000024,NA,S08000024,Cervical,NA,8,NA,4,NA
2021Q1,S08000024,NA,S08000024,Colorectal,NA,87,NA,75,NA
2021Q1,S08000024,NA,S08000024,Head & Neck,NA,28,NA,26,NA
2021Q1,S08000024,NA,S08000024,Lung,NA,37,NA,30,NA
2021Q1,S08000024,NA,S08000024,Lymphoma,NA,8,NA,7,NA
2021Q1,S08000024,NA,S08000024,Melanoma,NA,19,NA,17,NA
2021Q1,S08000024,NA,S08000024,Ovarian,NA,5,NA,3,NA
2021Q1,S08000024,NA,S08000024,Upper GI,NA,71,NA,65,NA
2021Q1,S08000024,NA,S08000024,Urological,NA,107,NA,62,NA
2021Q1,S08000024,NA,S08000029,Breast,NA,1,NA,1,NA
2021Q1,S08000024,NA,S08000031,Urological,NA,1,NA,1,NA
2021Q1,S08000025,NA,S08000020,Colorectal,NA,1,NA,1,NA
2021Q1,S08000025,NA,S08000020,Ovarian,NA,1,NA,1,NA
2021Q1,S08000025,NA,S08000020,Upper GI,NA,1,NA,1,NA
2021Q1,S08000025,NA,S08000020,Urological,NA,3,NA,1,NA
2021Q1,S08000025,NA,S08000025,Colorectal,NA,2,NA,2,NA
2021Q1,S08000025,NA,S08000025,Upper GI,NA,3,NA,3,NA
2021Q1,S08000026,NA,S08000020,Upper GI,NA,1,NA,1,NA
2021Q1,S08000026,NA,S08000026,Breast,NA,2,NA,2,NA
2021Q1,S08000026,NA,S08000026,Colorectal,NA,1,NA,1,NA
2021Q1,S08000026,NA,S08000026,Upper GI,NA,1,NA,1,NA
2021Q1,S08000026,NA,S08000026,Urological,NA,2,NA,2,NA
2021Q1,S08000028,NA,S08000022,Head & Neck,NA,1,NA,1,NA
2021Q1,S08000028,NA,S08000022,Lung,NA,2,NA,2,NA
2021Q1,S08000028,NA,S08000022,Upper GI,NA,2,NA,2,NA
2021Q1,S08000028,NA,S08000022,Urological,NA,2,NA,1,NA
2021Q1,S08000028,NA,S08000028,Lung,NA,3,NA,3,NA
2021Q1,S08000028,NA,S08000028,Urological,NA,2,NA,1,NA
2021Q1,S08000028,NA,S08000031,Ovarian,NA,1,NA,0,NA
2021Q1,S08000029,NA,S08000024,Cervical,NA,2,NA,2,NA
2021Q1,S08000029,NA,S08000024,Colorectal,NA,3,NA,2,NA
2021Q1,S08000029,NA,S08000024,Head & Neck,NA,3,NA,2,NA
2021Q1,S08000029,NA,S08000024,Lung,NA,9,NA,8,NA
2021Q1,S08000029,NA,S08000024,Upper GI,NA,7,NA,7,NA
2021Q1,S08000029,NA,S08000024,Urological,NA,13,NA,0,NA
2021Q1,S08000029,NA,S08000029,Breast,NA,48,NA,39,NA
2021Q1,S08000029,NA,S08000029,Cervical,NA,1,NA,0,NA
2021Q1,S08000029,NA,S08000029,Colorectal,NA,37,NA,36,NA
2021Q1,S08000029,NA,S08000029,Head & Neck,NA,4,NA,4,NA
2021Q1,S08000029,NA,S08000029,Lung,NA,23,NA,21,NA
2021Q1,S08000029,NA,S08000029,Lymphoma,NA,4,NA,3,NA
2021Q1,S08000029,NA,S08000029,Melanoma,NA,9,NA,7,NA
2021Q1,S08000029,NA,S08000029,Ovarian,NA,2,NA,2,NA
2021Q1,S08000029,NA,S08000029,Upper GI,NA,8,NA,6,NA
2021Q1,S08000029,NA,S08000029,Urological,NA,27,NA,24,NA
2021Q1,S08000029,NA,S08000030,Head & Neck,NA,1,NA,1,NA
2021Q1,S08000030,NA,S08000020,Cervical,NA,1,NA,1,NA
2021Q1,S08000030,NA,S08000020,Lung,NA,1,NA,1,NA
2021Q1,S08000030,NA,S08000024,Lung,NA,1,NA,1,NA
2021Q1,S08000030,NA,S08000024,Urological,NA,1,NA,1,NA
2021Q1,S08000030,NA,S08000030,Breast,NA,55,NA,54,NA
2021Q1,S08000030,NA,S08000030,Cervical,NA,1,NA,1,NA
2021Q1,S08000030,NA,S08000030,Colorectal,NA,24,NA,23,NA
2021Q1,S08000030,NA,S08000030,Lung,NA,56,NA,53,NA
2021Q1,S08000030,NA,S08000030,Melanoma,NA,5,NA,4,NA
2021Q1,S08000030,NA,S08000030,Ovarian,NA,1,NA,1,NA
2021Q1,S08000030,NA,S08000030,Upper GI,NA,24,NA,23,NA
2021Q1,S08000030,NA,S08000030,Urological,NA,25,NA,21,NA
2021Q1,S08000030,NA,SB0801,Colorectal,NA,2,NA,2,NA
2021Q1,S08000031,NA,S08000015,Breast,NA,1,NA,1,NA
2021Q1,S08000031,NA,S08000019,Breast,NA,1,NA,1,NA
2021Q1,S08000031,NA,S08000031,Breast,NA,250,NA,246,NA
2021Q1,S08000031,NA,S08000031,Cervical,NA,10,NA,8,NA
2021Q1,S08000031,NA,S08000031,Colorectal,NA,133,NA,103,NA
2021Q1,S08000031,NA,S08000031,Head & Neck,NA,46,NA,41,NA
2021Q1,S08000031,NA,S08000031,Lung,NA,139,NA,120,NA
2021Q1,S08000031,NA,S08000031,Lymphoma,NA,23,NA,22,NA
2021Q1,S08000031,NA,S08000031,Melanoma,NA,44,NA,44,NA
2021Q1,S08000031,NA,S08000031,Ovarian,NA,15,NA,14,NA
2021Q1,S08000031,NA,S08000031,Upper GI,NA,99,NA,68,NA
2021Q1,S08000031,NA,S08000031,Urological,NA,176,NA,105,NA
2021Q1,S08000031,NA,S08000032,Breast,NA,54,NA,50,NA
2021Q1,S08000031,NA,SB0801,Breast,NA,1,NA,1,NA
2021Q1,S08000031,NA,SB0801,Colorectal,NA,1,NA,0,NA
2021Q1,S08000031,NA,SB0801,Lung,NA,18,NA,8,NA
2021Q1,S08000032,NA,S08000024,Upper GI,NA,1,NA,1,NA
2021Q1,S08000032,NA,S08000031,Breast,NA,3,NA,3,NA
2021Q1,S08000032,NA,S08000031,Cervical,NA,6,NA,4,NA
2021Q1,S08000032,NA,S08000031,Head & Neck,NA,6,NA,6,NA
2021Q1,S08000032,NA,S08000031,Lung,NA,14,NA,14,NA
2021Q1,S08000032,NA,S08000031,Lymphoma,NA,1,NA,1,NA
2021Q1,S08000032,NA,S08000031,Melanoma,NA,1,NA,1,NA
2021Q1,S08000032,NA,S08000031,Ovarian,NA,5,NA,3,NA
2021Q1,S08000032,NA,S08000031,Upper GI,NA,9,NA,7,NA
2021Q1,S08000032,NA,S08000031,Urological,NA,10,NA,5,NA
2021Q1,S08000032,NA,S08000032,Breast,NA,49,NA,48,NA
2021Q1,S08000032,NA,S08000032,Cervical,NA,2,NA,2,NA
2021Q1,S08000032,NA,S08000032,Colorectal,NA,54,NA,49,NA
2021Q1,S08000032,NA,S08000032,Head & Neck,NA,16,NA,15,NA
2021Q1,S08000032,NA,S08000032,Lung,NA,33,NA,33,NA
2021Q1,S08000032,NA,S08000032,Lymphoma,NA,12,NA,12,NA
2021Q1,S08000032,NA,S08000032,Melanoma,NA,28,NA,28,NA
2021Q1,S08000032,NA,S08000032,Ovarian,NA,4,NA,4,NA
2021Q1,S08000032,NA,S08000032,Upper GI,NA,38,NA,34,NA
2021Q1,S08000032,NA,S08000032,Urological,NA,40,NA,31,NA
2021Q1,S08000032,NA,SB0801,Lung,NA,7,NA,7,NA
2021Q1,S92000003,d,S08000015,Breast,NA,91,NA,54,NA
2021Q1,S92000003,d,S08000015,Cervical,NA,5,NA,5,NA
2021Q1,S92000003,d,S08000015,Colorectal,NA,28,NA,23,NA
2021Q1,S92000003,d,S08000015,Head & Neck,NA,4,NA,4,NA
2021Q1,S92000003,d,S08000015,Lung,NA,32,NA,32,NA
2021Q1,S92000003,d,S08000015,Lymphoma,NA,3,NA,2,NA
2021Q1,S92000003,d,S08000015,Melanoma,NA,6,NA,6,NA
2021Q1,S92000003,d,S08000015,Ovarian,NA,4,NA,4,NA
2021Q1,S92000003,d,S08000015,Upper GI,NA,22,NA,19,NA
2021Q1,S92000003,d,S08000015,Urological,NA,30,NA,30,NA
2021Q1,S92000003,d,S08000016,Breast,NA,11,NA,11,NA
2021Q1,S92000003,d,S08000016,Cervical,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000016,Colorectal,NA,16,NA,16,NA
2021Q1,S92000003,d,S08000016,Lung,NA,12,NA,12,NA
2021Q1,S92000003,d,S08000016,Lymphoma,NA,4,NA,4,NA
2021Q1,S92000003,d,S08000016,Melanoma,NA,6,NA,6,NA
2021Q1,S92000003,d,S08000016,Upper GI,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000016,Urological,NA,9,NA,8,NA
2021Q1,S92000003,d,S08000017,Breast,NA,25,NA,22,NA
2021Q1,S92000003,d,S08000017,Cervical,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000017,Colorectal,NA,17,NA,15,NA
2021Q1,S92000003,d,S08000017,Head & Neck,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000017,Lung,NA,17,NA,17,NA
2021Q1,S92000003,d,S08000017,Lymphoma,NA,4,NA,4,NA
2021Q1,S92000003,d,S08000017,Melanoma,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000017,Ovarian,NA,3,NA,3,NA
2021Q1,S92000003,d,S08000017,Upper GI,NA,15,NA,15,NA
2021Q1,S92000003,d,S08000017,Urological,NA,23,NA,15,NA
2021Q1,S92000003,d,S08000019,Breast,NA,35,NA,35,NA
2021Q1,S92000003,d,S08000019,Colorectal,NA,43,NA,35,NA
2021Q1,S92000003,d,S08000019,Head & Neck,NA,4,NA,2,NA
2021Q1,S92000003,d,S08000019,Lung,NA,28,NA,26,NA
2021Q1,S92000003,d,S08000019,Lymphoma,NA,10,NA,10,NA
2021Q1,S92000003,d,S08000019,Melanoma,NA,6,NA,6,NA
2021Q1,S92000003,d,S08000019,Ovarian,NA,2,NA,2,NA
2021Q1,S92000003,d,S08000019,Upper GI,NA,29,NA,26,NA
2021Q1,S92000003,d,S08000019,Urological,NA,50,NA,42,NA
2021Q1,S92000003,d,S08000020,Breast,NA,72,NA,55,NA
2021Q1,S92000003,d,S08000020,Cervical,NA,4,NA,3,NA
2021Q1,S92000003,d,S08000020,Colorectal,NA,47,NA,38,NA
2021Q1,S92000003,d,S08000020,Head & Neck,NA,15,NA,12,NA
2021Q1,S92000003,d,S08000020,Lung,NA,50,NA,42,NA
2021Q1,S92000003,d,S08000020,Lymphoma,NA,10,NA,10,NA
2021Q1,S92000003,d,S08000020,Melanoma,NA,8,NA,8,NA
2021Q1,S92000003,d,S08000020,Ovarian,NA,8,NA,6,NA
2021Q1,S92000003,d,S08000020,Upper GI,NA,39,NA,37,NA
2021Q1,S92000003,d,S08000020,Urological,NA,77,NA,38,NA
2021Q1,S92000003,d,S08000022,Breast,NA,47,NA,44,NA
2021Q1,S92000003,d,S08000022,Colorectal,NA,37,NA,24,NA
2021Q1,S92000003,d,S08000022,Head & Neck,NA,7,NA,5,NA
2021Q1,S92000003,d,S08000022,Lung,NA,32,NA,32,NA
2021Q1,S92000003,d,S08000022,Lymphoma,NA,10,NA,9,NA
2021Q1,S92000003,d,S08000022,Melanoma,NA,8,NA,7,NA
2021Q1,S92000003,d,S08000022,Ovarian,NA,5,NA,5,NA
2021Q1,S92000003,d,S08000022,Upper GI,NA,30,NA,22,NA
2021Q1,S92000003,d,S08000022,Urological,NA,50,NA,16,NA
2021Q1,S92000003,d,S08000024,Breast,NA,173,NA,171,NA
2021Q1,S92000003,d,S08000024,Cervical,NA,10,NA,6,NA
2021Q1,S92000003,d,S08000024,Colorectal,NA,92,NA,79,NA
2021Q1,S92000003,d,S08000024,Head & Neck,NA,37,NA,34,NA
2021Q1,S92000003,d,S08000024,Lung,NA,49,NA,41,NA
2021Q1,S92000003,d,S08000024,Lymphoma,NA,10,NA,9,NA
2021Q1,S92000003,d,S08000024,Melanoma,NA,19,NA,17,NA
