quarter,quarter_time,hb,hbt,hbtqf,cancer_type,cancer_type_qf,hbqf,referrals_standard,referrals,referrals_standard_qf,referrals_standard_qf_values,referrals_treated_standard,referrals_treated,referrals_treated_qf,referrals_treated_qf_values
2021Q3,2021 Q3,S08000026,S08000020,NA,All Cancer Types,d,NA,62day_standard,5,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q3,2021 Q3,S08000026,S08000026,NA,All Cancer Types,d,NA,31day_standard,19,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2021Q3,2021 Q3,S08000026,S08000026,NA,All Cancer Types,d,NA,62day_standard,16,62day_standard_qf,NA,within62days,16,within62days_qf,NA
2021Q3,2021 Q3,S08000028,S08000020,NA,All Cancer Types,d,NA,31day_standard,2,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q3,2021 Q3,S08000028,S08000020,NA,All Cancer Types,d,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2021Q3,2021 Q3,S08000028,S08000022,NA,All Cancer Types,d,NA,31day_standard,17,31day_standard_qf,NA,within31days,17,within31days_qf,NA
2021Q3,2021 Q3,S08000028,S08000022,NA,All Cancer Types,d,NA,62day_standard,13,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2021Q3,2021 Q3,S08000028,S08000028,NA,All Cancer Types,d,NA,31day_standard,28,31day_standard_qf,NA,within31days,28,within31days_qf,NA
2021Q3,2021 Q3,S08000028,S08000028,NA,All Cancer Types,d,NA,62day_standard,22,62day_standard_qf,NA,within62days,17,within62days_qf,NA
2021Q3,2021 Q3,S08000028,S08000031,NA,All Cancer Types,d,NA,31day_standard,3,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2021Q3,2021 Q3,S08000028,S08000031,NA,All Cancer Types,d,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q3,2021 Q3,S08000028,SB0801,NA,All Cancer Types,d,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q3,2021 Q3,S08000029,S08000024,NA,All Cancer Types,d,NA,31day_standard,60,31day_standard_qf,NA,within31days,60,within31days_qf,NA
2021Q3,2021 Q3,S08000029,S08000024,NA,All Cancer Types,d,NA,62day_standard,35,62day_standard_qf,NA,within62days,27,within62days_qf,NA
2021Q3,2021 Q3,S08000029,S08000029,NA,All Cancer Types,d,NA,31day_standard,348,31day_standard_qf,NA,within31days,344,within31days_qf,NA
2021Q3,2021 Q3,S08000029,S08000029,NA,All Cancer Types,d,NA,62day_standard,202,62day_standard_qf,NA,within62days,185,within62days_qf,NA
2021Q3,2021 Q3,S08000029,S08000030,NA,All Cancer Types,d,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2021Q3,2021 Q3,S08000029,S08000030,NA,All Cancer Types,d,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2021Q3,2021 Q3,S08000029,S08000031,NA,All Cancer Types,d,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q3,2021 Q3,S08000030,S08000020,NA,All Cancer Types,d,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2021Q3,2021 Q3,S08000030,S08000020,NA,All Cancer Types,d,NA,62day_standard,4,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q3,2021 Q3,S08000030,S08000024,NA,All Cancer Types,d,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2021Q3,2021 Q3,S08000030,S08000024,NA,All Cancer Types,d,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q3,2021 Q3,S08000030,S08000030,NA,All Cancer Types,d,NA,31day_standard,519,31day_standard_qf,NA,within31days,505,within31days_qf,NA
2021Q3,2021 Q3,S08000030,S08000030,NA,All Cancer Types,d,NA,62day_standard,231,62day_standard_qf,NA,within62days,215,within62days_qf,NA
2021Q3,2021 Q3,S08000031,S08000022,NA,All Cancer Types,d,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2021Q3,2021 Q3,S08000031,S08000022,NA,All Cancer Types,d,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q3,2021 Q3,S08000031,S08000024,NA,All Cancer Types,d,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2021Q3,2021 Q3,S08000031,S08000024,NA,All Cancer Types,d,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q3,2021 Q3,S08000031,S08000031,NA,All Cancer Types,d,NA,31day_standard,1500,31day_standard_qf,NA,within31days,1449,within31days_qf,NA
2021Q3,2021 Q3,S08000031,S08000031,NA,All Cancer Types,d,NA,62day_standard,1031,62day_standard_qf,NA,within62days,814,within62days_qf,NA
2021Q3,2021 Q3,S08000031,S08000032,NA,All Cancer Types,d,NA,31day_standard,25,31day_standard_qf,NA,within31days,25,within31days_qf,NA
2021Q3,2021 Q3,S08000031,S08000032,NA,All Cancer Types,d,NA,62day_standard,25,62day_standard_qf,NA,within62days,23,within62days_qf,NA
2021Q3,2021 Q3,S08000031,SB0801,NA,All Cancer Types,d,NA,31day_standard,44,31day_standard_qf,NA,within31days,44,within31days_qf,NA
2021Q3,2021 Q3,S08000031,SB0801,NA,All Cancer Types,d,NA,62day_standard,18,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2021Q3,2021 Q3,S08000032,S08000031,NA,All Cancer Types,d,NA,31day_standard,85,31day_standard_qf,NA,within31days,83,within31days_qf,NA
2021Q3,2021 Q3,S08000032,S08000031,NA,All Cancer Types,d,NA,62day_standard,41,62day_standard_qf,NA,within62days,33,within62days_qf,NA
2021Q3,2021 Q3,S08000032,S08000032,NA,All Cancer Types,d,NA,31day_standard,468,31day_standard_qf,NA,within31days,461,within31days_qf,NA
2021Q3,2021 Q3,S08000032,S08000032,NA,All Cancer Types,d,NA,62day_standard,314,62day_standard_qf,NA,within62days,279,within62days_qf,NA
2021Q3,2021 Q3,S08000032,SB0801,NA,All Cancer Types,d,NA,31day_standard,13,31day_standard_qf,NA,within31days,13,within31days_qf,NA
2021Q3,2021 Q3,S08000032,SB0801,NA,All Cancer Types,d,NA,62day_standard,5,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Breast,NA,NA,31day_standard,117,31day_standard_qf,NA,within31days,116,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Breast,NA,NA,62day_standard,99,62day_standard_qf,NA,within62days,55,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Colorectal,NA,NA,31day_standard,58,31day_standard_qf,NA,within31days,57,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Colorectal,NA,NA,62day_standard,38,62day_standard_qf,NA,within62days,34,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Head & Neck,NA,NA,31day_standard,14,31day_standard_qf,NA,within31days,11,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Head & Neck,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Lung,NA,NA,31day_standard,34,31day_standard_qf,NA,within31days,34,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Lung,NA,NA,62day_standard,30,62day_standard_qf,NA,within62days,30,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Lymphoma,NA,NA,31day_standard,16,31day_standard_qf,NA,within31days,16,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Lymphoma,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Melanoma,NA,NA,31day_standard,13,31day_standard_qf,NA,within31days,13,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Melanoma,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Ovarian,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Ovarian,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Upper GI,NA,NA,31day_standard,31,31day_standard_qf,NA,within31days,31,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Upper GI,NA,NA,62day_standard,13,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Urological,NA,NA,31day_standard,43,31day_standard_qf,NA,within31days,43,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000015,NA,Urological,NA,NA,62day_standard,42,62day_standard_qf,NA,within62days,42,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000017,NA,Breast,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000017,NA,Breast,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000024,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,0,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Colorectal,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Colorectal,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Head & Neck,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Lung,NA,NA,31day_standard,13,31day_standard_qf,NA,within31days,13,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Lung,NA,NA,62day_standard,11,62day_standard_qf,NA,within62days,11,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Melanoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Ovarian,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Ovarian,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Upper GI,NA,NA,31day_standard,14,31day_standard_qf,NA,within31days,13,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Upper GI,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Urological,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2021Q4,2021 Q4,S08000015,S08000031,NA,Urological,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000015,SB0801,NA,Lung,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Breast,NA,NA,31day_standard,19,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Breast,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,16,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Colorectal,NA,NA,31day_standard,25,31day_standard_qf,NA,within31days,24,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Colorectal,NA,NA,62day_standard,21,62day_standard_qf,NA,within62days,19,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Lung,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Lung,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Melanoma,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Melanoma,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Ovarian,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Upper GI,NA,NA,31day_standard,10,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Upper GI,NA,NA,62day_standard,9,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Urological,NA,NA,31day_standard,15,31day_standard_qf,NA,within31days,15,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000016,NA,Urological,NA,NA,62day_standard,11,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Colorectal,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Colorectal,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Head & Neck,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Lung,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Lung,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Melanoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Ovarian,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Upper GI,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Upper GI,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Urological,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2021Q4,2021 Q4,S08000016,S08000024,NA,Urological,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Breast,NA,NA,31day_standard,20,31day_standard_qf,NA,within31days,20,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Breast,NA,NA,62day_standard,17,62day_standard_qf,NA,within62days,17,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Colorectal,NA,NA,31day_standard,33,31day_standard_qf,NA,within31days,31,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Colorectal,NA,NA,62day_standard,17,62day_standard_qf,NA,within62days,12,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Lung,NA,NA,31day_standard,25,31day_standard_qf,NA,within31days,25,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Lung,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,14,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Lymphoma,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Melanoma,NA,NA,31day_standard,11,31day_standard_qf,NA,within31days,11,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Melanoma,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Ovarian,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Ovarian,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Upper GI,NA,NA,31day_standard,25,31day_standard_qf,NA,within31days,25,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Upper GI,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,14,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Urological,NA,NA,31day_standard,42,31day_standard_qf,NA,within31days,42,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000017,NA,Urological,NA,NA,62day_standard,23,62day_standard_qf,NA,within62days,13,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Colorectal,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Head & Neck,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Head & Neck,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Lung,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Melanoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Ovarian,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Upper GI,NA,NA,31day_standard,10,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Upper GI,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000024,NA,Urological,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000031,NA,Head & Neck,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000017,S08000031,NA,Head & Neck,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000017,S08000031,NA,Lymphoma,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000017,SB0801,NA,Lung,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2021Q4,2021 Q4,S08000017,SB0801,NA,Lung,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Breast,NA,NA,31day_standard,52,31day_standard_qf,NA,within31days,52,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Breast,NA,NA,62day_standard,46,62day_standard_qf,NA,within62days,46,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Cervical,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Colorectal,NA,NA,31day_standard,43,31day_standard_qf,NA,within31days,43,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Colorectal,NA,NA,62day_standard,33,62day_standard_qf,NA,within62days,22,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Head & Neck,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Head & Neck,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Lung,NA,NA,31day_standard,49,31day_standard_qf,NA,within31days,49,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Lung,NA,NA,62day_standard,39,62day_standard_qf,NA,within62days,36,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Lymphoma,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Lymphoma,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Melanoma,NA,NA,31day_standard,31,31day_standard_qf,NA,within31days,30,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Melanoma,NA,NA,62day_standard,26,62day_standard_qf,NA,within62days,19,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Ovarian,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Ovarian,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Upper GI,NA,NA,31day_standard,25,31day_standard_qf,NA,within31days,25,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Upper GI,NA,NA,62day_standard,18,62day_standard_qf,NA,within62days,18,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Urological,NA,NA,31day_standard,102,31day_standard_qf,NA,within31days,100,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000019,NA,Urological,NA,NA,62day_standard,66,62day_standard_qf,NA,within62days,51,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000024,NA,Upper GI,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000024,NA,Upper GI,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Colorectal,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Colorectal,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Head & Neck,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Head & Neck,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Lung,NA,NA,31day_standard,13,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Lung,NA,NA,62day_standard,8,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Melanoma,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Ovarian,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Ovarian,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Upper GI,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Upper GI,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Urological,NA,NA,31day_standard,16,31day_standard_qf,NA,within31days,16,within31days_qf,NA
2021Q4,2021 Q4,S08000019,S08000031,NA,Urological,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,3,within62days_qf,NA
